Company Name	Address Line 1	Address Line 2	City	Country	URL 1	URL 2	URL 3
Automotive & Industrial Batteries Manufactures K Ltd	Mombasa Road		Nairobi	Kenya			
Benato Logistics Ltd	Heidelberg House Uhuru Gardens		Nairobi	Kenya			
Bungoma High School	Off Moi Avenue		Bungoma	Kenya			
Soni Technical Services Ltd	Plot No 2/90 Kie Shed Airport Road	Industrial Estate	Nyanza	Kenya			
Kisumu Medical And Education Trust	Tom Mboya Estate,		Kisumu	Kenya			
Derdols Petroleum Limited	Razak Builiding		Nairobi	Kenya			
Wesaphe Network Ptoject Cbo	Dede		Awendo	Kenya			
Gagigagi Cbo	Majengo - Hamisi Road		Vihiga County	Kenya			
Tawheed Girls Secondary School	Mtangani Road	P O Box 1514	Malindi	Kenya			
Blue Cross Nyatike Community Development Program	Nyatike		Migori	Kenya			
Consolidated Bank Of Kenya Ltd	Consolidated Bank House 23 Koinange Street		Nairobi	Kenya			
Kakodam Community Based Organization	Kiboswa Daraja Mbili Road		Kisumu	Kenya			
Goldensea Global Logistics Ltd	Behind Of Junction Mall,  Kingara Road		Nairobi	Kenya			
Kenya Association Of Professional Counsellors	Kamunde Road		Nairobi	Kenya			
Cosmocare Industries Nairobi Limited	Enterprise Road		Nairobi	Kenya			
Diani Flowers & Landscaping Ltd	Gigiri Complex,  Limuru Rd		Nairobi	Kenya			
Malakisi Community Implementation Committee	Malakisi Town		Bungoma	Kenya			
Social Life And Agricultural Development Organization	Windy's Court, David Oseli Road		Nairobi	Kenya			
Western Seed Company Limited	Mafuta Road		Kitale	Kenya			
Abc Community Development Program	Muthini		Machakos	Kenya			
Nyamaji	Kipasi		Mbita	Kenya			
Zena Petroleum Limited	1 St Floor - Taj Tower	Upper Hill Road, Upper Hill	Nairobi	Kenya			
Borana Conservancy Ltd	Borana Ranch		Nanyuki	Kenya			
Kafhag	Homabay - Mbita		Ndhiwa	Kenya			
Jos Hansen & Soehne East Africa Ltd	Baba Dogo Road		Nairobi	Kenya			
Lifting Equipment Company Ltd	Unga Street		Mombasa	Kenya			
The African Centre For Women, Information And Communications Technology	Makueni Road Kileleshwa		Nairobi	Kenya			
St Johns Community Centre	Pumwani		Nairobi	Kenya			
Microsoft East Africa Limited	P.O. Box 64736 Ngong Road	Seventh Floor, I & M Bank House,	Nairobi	Kenya			
Malindi Salt Works Limited	Malindi		Mombasa	Kenya			
Farm Engineering Industries Limited	Chemilil Turn	Kisumu-Kakamega Road	Kisumu	Kenya			
Globalfreight Logistics Limited	Airport North Road		Nairobi	Kenya			
Milimo Cbhc	Namwela		Bungoma	Kenya			
Kidi Luanda Community Programme	Kisumu Nairobi Road		Kisumu	Kenya			
Industrial And Commercial Development Corporation	Uchumi House Aga Khan Walk		Nairobi	Kenya			
Tausi Assurance Company Ltd	Tausi Road, Off Muthithi Road		Nairobi	Kenya			
Professional Technologies Ltd	P.O Box : 63401		Nairobi	Kenya			
Farm Engineering Industries Limited	Kisumu -Kakamega Highway		Kisumu	Kenya			
Mantrac Kenya Ltd	Mansour Complex,  Lusaka Road	Witu Road	Nairobi	Kenya			
Haji Motors Limited	Mombasa Road		Nairobi	Kenya			
St Monica Kenyan Woman And Child Transformation Agenda Kewacta	Busia Kisumu Road	Western Kenya	Busia	Kenya			
Mubarak For Relief And Development Organisation Murdo	Tausi Road Off Muthithi Road Westlands		Nairobi	Kenya			
Proav East Africa	Mombasa Road		Nairobi	Kenya			
United Bags Manufacturers Ltd	United Bags Manufacturers Building Plot No Lr 12833/8 Kikuyu, Ga	Off Naivasha Road	Nairobi	Kenya			
Provide International	Outering Road		Nairobi	Kenya			
Tupendane	Rukongo		Sindo	Kenya			
K-Cord	Ratang'a		Ndhiwa	Kenya			
Stepping Stone	Adhiro		Kendubay	Kenya			
Ayton Young & Rubicam Ltd	Mombasa Road		Nairobi	Kenya			
Ken Knit Kenya Ltd	Plot No. 87/8/9	Kapsoya Road	Eldoret	Kenya			
Accurate Steel Mills Limited	Falcon Road, Off Enterprise Road	Industrial Area	Nairobi	Kenya			
Microlan Kenya Ltd	Plessey House Uhuru Highway	Bunyala Street, 1St Floor	Nairobi	Kenya			
Sixty Four Centre Ltd	Kaptagat Rd		Eldoret	Kenya			
Mirogi Phc	Mirogi		Ndhiwa	Kenya			
Variety Flooring Works Ltd	Sheema Court, Kasuku Road	Off Lenana Road, Next To Cvs Plaza	Nairobi	Kenya			
Simlaw Seeds Company Limited	Kijabe Street	Near Globe Cinema Round About	Nairobi	Kenya			
Kazingumu Intergrated Projects	Kisumu Nairobi Road		Kisumu	Kenya			
Onger Siko Women Group	Nyatike		Migori	Kenya			
Pollman's Tours & Safaris	Taveta / Shimanzi Road		Mombasa	Kenya			
Agricultural Market Development Trust	Graceland Court, School Of Law, Parklands Campus Chemilil Road,	Next To Kengen Rbs Gardens, Opposite Kenyatta University	Nairobi	Kenya			
Henkel Kenya Limited	Henkel Kenya Ltd Premises Outer Ring Road		Nairobi	Kenya			
Benzine Holdings Ltd	Plot No 209/7179,  Gilgil Road		Nairobi	Kenya			
First Computers Limited	Plaza 2000, 1St Floor Mombasa Road		Nairobi	Kenya			
Market Car Hire	Koinange Street		Nairobi	Kenya			
Kipsigis Teachers Co-Op Sacco Ltd	Moi Highway	Nakuru Road	Kericho	Kenya			
African Union Interafrican Bureau For Animal Resources	Westlands Road		Nairobi	Kenya			
Brother Shirts Factory Ltd	Brother Shirts Complex,  Chogoria/Wajir Road		Nairobi	Kenya			
H Z & Company Ltd	Mogadishu Road		Nairobi	Kenya			
Scripture Union Of Kenya	Argwings Kodhek Rd		Nairobi	Kenya			
Birch Investments Ltd	Miritini,  Mombasa Nairobi Road	Kingorani Export Processing Zone	Mombasa	Kenya			
Computer Point K Limited	Ring Road	Centro Hse,3Rd	Nairobi	Kenya			
Abdulkadir Mohammed	Po Box 77985		Nairobi	Kenya			
Athi River Steel Plant Ltd	67 Muthithi Road		Nairobi	Kenya			
Inter-Connect Ltd	Chancery Building, 3Rd Floor,  Valley Road		Nairobi	Kenya			
Cassini And Tonolo Ltd	Bamburi Road	Off Enterprise Road	Nairobi	Kenya			
Sight And Sound Computers Limited	Mayfair Suites, Parklands Road		Nairobi	Kenya			
Public Initiative For Empowerment And Development	Tom Mboya Street		Nairobi	Kenya			
Swivel Marketing Limited	House, No. 2 Matumbato Road	Off Elgon Road Upperhill	Nairobi	Kenya			
World Health Organisation	Ack Garden House		Nairobi	Kenya			
Milango Financial Services Limited	Moi Avenue		Mombasa	Kenya			
Catholic Diocese Of Eldoret	Uganda Road		Nairobi	Kenya			
Boss Freight Terminal Ltd	Plot No : Block Xx11/127 Dolphin House		Mombasa	Kenya			
Catholic Diocese Of Muranga	Blessed Allamano St		Muranga	Kenya			
C. Dorman Ltd.	No.17, Milimani Road		Nairobi	Kenya			
Kituo Cha Sheria, Mombasa Chapter	Fidelity House Kaunda Ave		Mombasa	Kenya			
Hydra Industrial Services Limited	Mansour Complex Witu Road	Off Lusaka Road	Nairobi	Kenya			
Taylor Matthews Ltd	Hazina Towers Monrovia St		Nairobi	Kenya			
Pedser Youth Organisation	350, Sotik		Sotik	Kenya			
Metallica Engineering Industries Ltd	Jirore Road	Enterprise Road	Nairobi	Kenya			
Japan Business Machine Corporation Africa Ltd	2Nd Floor, Simco Plaza	Industrial Area, Lusaka Road	Nairobi	Kenya			
Coast Cables Limited	Plot No.Lr.No 45 Sec 21 Tangana Road		Mombasa	Kenya			
Global Peace And Prosperity Initiative	Koinange		Nairobi	Kenya			
City Radiators Ltd	Likoni Road		Nairobi	Kenya			
I Choose Life-Africa	44 Riverside Dr		Nairobi	Kenya			
Icl Kenya Ltd	Electric Link Building,  Mombasa Road		Nairobi	Kenya			
Khwisero Dorcas Cbo	Khwisero - Mulwanda Road		Kakamega	Kenya			
Unighir Ltd	Road C		Nairobi	Kenya			
Radiant Coatings And Inks Limited	Dundori Road, Off Dunga Road	North Airport Road, Behind Transami	Nairobi	Kenya			
Global Merchants Ltd	Po Box 66832		Nairobi	Kenya			
Practical Action	State House Crescent		Nairobi	Kenya			
Road Star Limited	Kileleshwa,  Githunguri Road	Off Ring Road	Nairobi	Kenya			
Mitchell Cotts Kenya Limited	Cotts House,  Wabera Street		Nairobi	Kenya			
Associated Paper & Stationery Ltd	Aps Building Chogoria Road	Off Dunga Road	Nairobi	Kenya			
Carbacid Investment Limited	Haile Selassie Avenue		Nairobi	Kenya			
Chairmania Events Ltd	Chepkorio		Nairobi	Kenya			
Wax And Polypack Ltd	Plot 209/9599,  New Komarock Road		Nairobi	Kenya			
Cafe Logistiques Limited	Mombasa Road		Nairobi	Kenya			
Packaging Industries Limited	Opposite Rai Ply,  Pil Building 01 Nadume Road	Off Sekondi/Lunga Lunga Road	Nairobi	Kenya			
Fidelity Shield Insurance Company Limited	Equatorial Fidelity Centre	Waridi Lane, Off Waiyaki Way	Nairobi	Kenya			
Holman Brothers (Ea) Ltd	Opp National Water,  Bunyala Road	Industrial Area	Nairobi	Kenya			
Inks Kenya Ltd	Rangwe Close	Off Lunga Lunga Road	Nairobi	Kenya			
Upper Hill School	Upper Hill Road		Nairobi	Kenya			
Executive Shuttle Services	Off Musa Gitau Road, Waiyaki Way		Nairobi	Kenya			
First Assurance Company Ltd	Yaya Centre,  Argwings Kodhek Road		Nairobi	Kenya			
Lord Erroll Restaurant	Runda		Nairobi	Kenya			
Kamsons Ltd	Dar Es Salaam Road	Industrial Area	Nairobi	Kenya			
Apha Support Development Programme	Illungu Mundaha		Kilingili	Kenya			
Homa Hills	Kisumu - Homa Bay Road	Kendu Bay	Nyanza	Kenya			
Erastus And Co Cpas	Ngong Road		Nairobi	Kenya			
Stapper Shoe Industries Ltd	Nairobi Mombasa Highway		Mombasa	Kenya			
Bar Kulan Trust	Muguga Green		Nairobi	Kenya			
Bedie Cbo	God Jope		Sindo	Kenya			
Phillips Healthcare Services Ltd	Mombasa Road		Nairobi	Kenya			
Sheffield Steel Systems Ltd	Ware House No. 11 Kenbelt Industrial Park	Mombasa Road	Nairobi	Kenya			
Dubai Bank Kenya Limited	Icea Building, Ground Floor Kenyatta Avenue		Nairobi	Kenya			
Ministry Of Nairobi Metropolitan Development	Kenyatta International Conference Centre	Harambee Avenue	Nairobi	Kenya			
Bm Logistics Limited	Upperhill		Nairobi	Kenya			
Nelion Soap Industries Ltd	Nyeri Municipality Block 1/406,  Thururu Road Road		Nyeri	Kenya			
Renaissance Capital (Kenya) Limited	Purshottam Place, Chiromo	Westlands Road	Nairobi	Kenya			
Balanced Scorecard Eastern Africa Ltd	Bsea House Kufuga Road	Off Karen-Langata Road	Nairobi	Kenya			
Mwala District Health Management Team	Mwala Matuu Rd		Mwala	Kenya			
Mega Spin Agencies Ltd	Lr No Block 8/80,  Sungura Avenue		Nakuru	Kenya			
The Regal Press Kenya Limited	14 Bunyala Road		Nairobi	Kenya			
Gapco Kenya Limited	14Th Floor, Nation Centre Kimathi Street		Nairobi	Kenya			
Farm Auto Spares Ltd	Farm Auto Spares Ltd Building,  Mombasa Road		Nairobi	Kenya			
Highchem East Africa Limited	Highchem Mogadishu Road	Off Lunga Lunga Road	Nairobi	Kenya			
Tritex Industries Ltd	Tritex  Building,  Machakos Road		Mombasa	Kenya			
Wananchi Marine Products Kenya Ltd	Liwatoni Fisheris Complex	Liwaton Road, Ganjoni Area	Mombasa	Kenya			
Bunson Travel Service Ltd	Park Place, Parklands Road	Limuru Road	Nairobi	Kenya			
Menengai Rolling Mills Limited	Lr. No. Dagoretti/Kinoo 4835	Kinoo Division, Muthiga Location	Kiambu	Kenya			
Shrink Pack Limited	Plot No. 8789/5 Kasarani Mwiki Road		Nairobi	Kenya			
Ministry Of Health-Pdphs-Nyanza	Otiende		Kisumu	Kenya			
Vimit Converters Ltd	Road 'a' Industrial Area	Off Enterprise Road	Nairobi	Kenya			
Prudential Printers Limited	Changamwe Road	Off Enterprise Road,	Nairobi	Kenya			
Elite Computers Limited	3D Peponi Plaza,	Peponi Road	Nairobi	Kenya			
Harvest Cleaning Services Limited	University Way		Nairobi	Kenya			
Sana Industries Co Ltd	Clessoi Road, Off Lunga Lunga Road	Industrial Area	Nairobi	Kenya			
Ken Aluminium Products Limited	Plot Lr No. 209/3921	Lunga Lunga Road	Nairobi	Kenya			
Bhachu Industries Ltd	Enterprise Road	Industrial Area	Nairobi	Kenya			
Tropic Trade Market Ltd	Nyali Road	Next To Hindu Temple	Mombasa	Kenya			
Smoothtel & Data Solutions Ltd	Next To Menelik Medical Centre Menelik Road, Kirichwa Road	Off Ngong Road	Nairobi	Kenya			
Circuit Business Systems Ltd	Cbs House Opposite Holiday Inn 02 Ojijo Road		Nairobi	Kenya			
Digital Art Foundation	Haille Selasie Avenue		Nairobi	Kenya			
Guardian Bank Limited	Moi Avenue		Nairobi	Kenya			
Hdi Youth Marketeers	Po Box 11700-00	Lenana Road	Nairobi	Kenya			
Wajir South Development Association	Wajir		Nairobi	Kenya			
Adnet Communications Limited	Valley Arcade Adnet Center	Korosho Road	Nairobi	Kenya			
Wax & Polypack Ltd	Mini Bakeries Complex,  Komarock Road	Outer Ring Road	Nairobi	Kenya			
Regional Centre For Mapping Of Resources For Development	Kasarani Road		Nairobi	Kenya			
Ack Eldoret Region - Ccs	Eldoret Kapsabet Rd, Pioneer Estate		Eldoret	Kenya			
Novelty Manufacturing Limited	Plot No. 209 / 477 Lusaka Road	City Stadium	Nairobi	Kenya			
Kenya Co - Operative Coffee Exporters Ltd	Opposite City Cabanas,  Opposite City Cabanas Warehouse  6 ,7 &	Kenbelt Inductrial Park Old Mombasa Road	Nairobi	Kenya			
Communications Technology Ltd	Plot No 91/80,  Limuru Road		Nairobi	Kenya			
Ripples International	Meru Ruiri Road		Meru	Kenya			
Silverspread Hardware Ltd	Meru-Maua Road	Town Centre, Close To Kplc	Meru	Kenya			
Alvik Joinex Ltd	Plot No Lr No 209/9719,  Mombasa Road		Nairobi	Kenya			
Coast People Living With Hiv	Old Malindi Road		Mombasa	Kenya			
Adsite Limited	6Th Avenue Parklands		Nairobi	Kenya			
Pisp	Ginda		Marsabit	Kenya			
Wekwament	Got Kojowi		Ndhiwa	Kenya			
Vodafone Kenya Limited	8Th Flr,Lonroh House,	Standard Street	Nairobi	Kenya			
Web Applications Kenya	Utalii Street		Nairobi	Kenya			
Happy Cow Ltd	Sita Centre, Nairobi-Nakuru Highway	3 Km Before Reaching Nakuru	Nairobi	Kenya			
Amity Equipment Limited	Garage Road	Off Dar-Es-Salaam Road	Nairobi	Kenya			
Sai Office Supplies Ltd	Railway Lane/Weruga Lane	Haile Selassie Avenue, Behind Railway Station	Nairobi	Kenya			
Manipal International Printing Press Ltd	Variety Flooring Works Building Mombasa Road	Opposite Jkia Junction, Embakasi	Nairobi	Kenya			
Kabansora Millers Ltd	Kabansora Millers Ltd Building North Airport Road	(Also Known As Old Airport Road), Off Eastern By Pass	Nairobi	Kenya			
Solai Paints Limited	Solai Plaza Kamunde Road	Off Outering Road, Kariobangi Light Industries	Nairobi	Kenya			
Gtl Kenya Limited	Maksons Plaza Parklands Road	Westlands	Nairobi	Kenya			
Hi Plast Ltd	Wood Products Godowns, Falcon Road	Off Enterprise Road	Nairobi	Kenya			
Jade Petroleum Limited	Cross Road Plaza Westlands Road		Nairobi	Kenya			
Royal Intertrade Limited	Royal Complex,  Aviation Street	Off Airport North Road	Nairobi	Kenya			
Kenya Adhesive Products Ltd	Saramala Street	Opposite Bramha Samaj, Near The Railway Station	Mombasa	Kenya			
Chervil Consulting Services	404 Ndovu Crescent Off Ndovu Road		Nairobi	Kenya			
Brea Cabs Limited	Greenhouse Centre Next To Adams Arcade	Ngong Road	Nairobi	Kenya			
Softchoice Africa Limited	Mecer Place 21 Crescent Road	Parklands	Nairobi	Kenya			
Crescent Distribution Services Ltd	Mpaka Plaza (Mpaka House) Mpaka Road, Westlands		Nairobi	Kenya			
Avery (East Africa) Limited	34 Factory Street	Industrial Area	Nairobi	Kenya			
Asachi Limited	Supa Loaf Building Kangundo Road		Nairobi	Kenya			
Kanyamwa Mentors	Kanyamwa		Ndhiwa	Kenya			
Kenya Suitcase Manufacturers Ltd	Mijikenda Road	Off Mwembe Road, Kilindini, Industrial Area	Mombasa	Kenya			
Marsman And Company Limited	Dakar Road	Off Enterprise Road	Nairobi	Kenya			
Pctl Automation Ltd	Showroom No. 3 Lr No. 209/9721	Mombasa Road, Next To Vision Plaza	Nairobi	Kenya			
Transcentury Ltd	West End Towers Waiyaki Way		Nairobi	Kenya			
Lordship Africa Ltd	4Th Ngong Avenue		Nairobi	Kenya			
Kenya Tourist Board	Kenya-Re Towers Ragati Road		Nairobi	Kenya			
Wondernuts K Ltd	Prime Bank House,  Riverside Drive		Nairobi	Kenya			
Pearl Industries Ltd	Building No.19 End Of Gilgil Road	Off Enterprise Road, Industrial Area	Nairobi	Kenya			
Shumata Investments Ltd	Nairobi		Nairobi	Kenya			
Korpersa Self Help Group	Waiyaki Way		Nairobi	Kenya			
Vintage Travel & Tours Services	Westgate Shopping Mall Parklands Road		Nairobi	Kenya			
Flowerport Logistics Kenya Limited	Plot L.R No 209/8595 Monrovia Street		Nairobi	Kenya			
Eldon Villas Ltd	Ngong Road	Opposite Kenya Science Teachers College	Nairobi	Kenya			
A-One Plastic Limited	Ruiru Town Lunga Lunga Road		Kiambu	Kenya			
Nyarami Vct Centre	Migori Municipality		Migori	Kenya			
Samimpex Kenya Ltd	Industrial Area,  Lunga Lunga Road		Nairobi	Kenya			
Crown Solutions Ltd	Crownplex, Mombasa Road		Nairobi	Kenya			
Coretec Systems & Solutions Ltd	Mirage Plaza Mombasa Road		Nairobi	Kenya			
Canon Chemicals Ltd	Slip Road Off Mombasa Road	Just Before Beijing Road	Nairobi	Kenya			
Elgon Kenya Limited	Elgon House National Park East Gate Road, Off Mombasa Road	Opposite Firestone, Lab & Allied (Sameer Africa)	Nairobi	Kenya			
General Engineering Works Ltd	Bungoma Road	Off Baricho Road	Nairobi	Kenya			
Alliance Technologies Solutions Limited	Muthangari Road		Nairobi	Kenya			
Real Auto Parts Limited	No 1 Kirinyaga Road		Nairobi	Kenya			
Africa Polysack Ltd	Adjacent To Varsani Brakes And Ibc Building Masai Rd/East Gate R	Behind Libra House And Lab & Allied	Nairobi	Kenya			
Ncr (Kenya) Limited	Opposite Times Towers,  Agip House Entrance B, Room 516, Harambe	Off Haile Selassie Avenue	Nairobi	Kenya			
Fredrick And Nunduagency	Ngong Road Drive		Nairobi	Kenya			
China Gezhouba Group Co., Ltd	Windsor House Fourways Junction Estate		Nairobi	Kenya			
Across Africa Safaris Ltd	P O Box 49420 & 52771, Bruce House	Standard Street	Nairobi	Kenya			
Doshi Enterprises Ltd	Mombasa Road	Opposite City Cabanaas	Nairobi	Kenya			
Dept Of Env Health, University Of Kabianga	Kapkatet Campus Off Kericho-Kaplong Rd		Kericho	Kenya			
Multi Packaging Limited	Printpak Building Likoni Road	Industrial Area	Nairobi	Kenya			
Beacon Of Hope	Kware Slum		Nairobi	Kenya			
Asl Limited	Dar-Es-Salaam Road		Nairobi	Kenya			
Modern Lithographic Kenya Ltd	Ectoville Estate-Road A	Enterprise Road, Industrial Area	Nairobi	Kenya			
Euro Petroleum Products East Africa Limited	Plot No. Lr No 209/336	Baba Dogo Road	Nairobi	Kenya			
Stratlink - Africa, Ltd.	Delta Riverside, Block 4 Riverside Drive		Nairobi	Kenya			
Beauty Line Limited	Moi North Lake Road	Off Naivasha/Nakuru Highway	Naivasha	Kenya			
Real Drinks Limited	Duldul Godown	Block B, Off Mombasa Road	Nairobi	Kenya			
Kopo Kopo, Inc	Morningside Office Park	Ngong Road	Nairobi	Kenya			
Spss East Africa Limited	Lenana Road	Galana Road	Nairobi	Kenya			
Baumann Engineering Ltd	Kampala Road		Nairobi	Kenya			
African Seed Trade Association	Jumuia Place	Wing B, Lenana Road	Nairobi	Kenya			
Baker Hughes Eho Limited	Wing A, Waiyaki Way	West End Towers	Nairobi	Kenya			
First Reinsurance Brokers Ltd	Rose Avenue Karanja Kabage Pacific Insurance Brokers Ea Ltd	Off Dennis Pritt Road	Nairobi	Kenya			
Viva Product Line Ltd	Eden Square, Block 1	Chiromo Road	Nairobi	Kenya			
Metal Equipment Company Ltd	Plot No Lr 209/37/160,  Pokomo Road		Nairobi	Kenya			
Indu Farm Epz Ltd	Unit 4 Sammer Industrial Park	Off Enterprise Road	Nairobi	Kenya			
Call Key	Block 3, 3Rd Floor Den Sq Block, 33Rd Chiromo Road	Off Westlands Road	Nairobi	Kenya			
Apex Petroleum Ltd	Makutawo Junction	Off Mombasa Road, Machakos	Nairobi	Kenya			
Branded Fine Foods Limited	Lumumba Road	Near Kingsway Tyres	Mombasa	Kenya			
Global Tea & Commodities (K) Ltd	Chai Street	High Level	Mombasa	Kenya			
Seyani Brothers And Company Ltd	Lr 209/2318/3,46,  Jalaram Road The Oval Level 5		Nairobi	Kenya			
Solar Works East Africa Ltd	Vision Plaza Mombasa Road	Unit 20	Nairobi	Kenya			
Dhanjal Brothers Ltd	P O Box 82909		Mombasa	Kenya			
East End Chemists Ltd	Tom Mboya Street	Next To Consolidated Bank	Meru	Kenya			
Intermediate Technology Development Group	State House Crescent Off State House Avenue		Nairobi	Kenya			
Riverland Limited	Plot No 209/7586 Enterprise Road		Nairobi	Kenya			
National Aids And Std Control Programme	Kenyatta National Hospital Grounds		Nairobi	Kenya			
Mather And Platt Kenya Limited	Addis Ababa Road Off Enterprise Road	Industrial Area	Nairobi	Kenya			
Gil Oil Company Limited	Likoni Road	Opposite House Of Manji	Nairobi	Kenya			
Beverage Services Kenya Ltd	Likoni Road, Opposite Bat	Industrial Area	Nairobi	Kenya			
Leather Industries Of Kenya Limited	Thika/Garrisa Road		Thika	Kenya			
Wema Centre	Silos Road		Mombasa	Kenya			
Shakab Imports & Exports Co Ltd	Kaa Chonjo Street	Off Tom Mboya Avenue	Mombasa	Kenya			
M-Tech Building Works Ltd	Tss Towers Nkrumah Road		Mombasa	Kenya			
